pair,classifier_group,tau,n_backtests,cumulative_return_mean,cumulative_return_sd,cumulative_return_ci_low,cumulative_return_ci_high,sharpe_mean,sharpe_sd,sharpe_ci_low,sharpe_ci_high,calmar_mean,calmar_sd,calmar_ci_low,calmar_ci_high,max_drawdown_mean,max_drawdown_sd,max_drawdown_ci_low,max_drawdown_ci_high
a2c_ppo,1,0.11,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.12,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.13,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.14,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.15,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.16,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.17,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.18,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.19,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.2,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.21,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.22,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.23,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
a2c_ppo,1,0.24,30,0.15047507298700136,0.00035962468821103434,0.15034078692149364,0.15060935905250908,1.2299882150943697,0.0029139182799223225,1.228900140126635,1.2310762900621044,2.6083281495276394,0.007268604386442403,2.605614008044075,2.611042291011204,-0.07209576038528395,2.564044966167567e-05,-0.07210533468653686,-0.07208618608403104
